trades,pf,exp_usd,max_dd,sl_pts,tp_pts,rr
431,1.2868942050142769,326.3283526682133,37474.08000000025,20,60,3.0
431,1.2868942050142769,326.3283526682133,37474.08000000025,20,75,3.75
431,1.2868942050142769,326.3283526682133,37474.08000000025,20,90,4.5
431,1.2868942050142769,326.3283526682133,37474.08000000025,25,60,2.4
431,1.2868942050142769,326.3283526682133,37474.08000000025,25,75,3.0
431,1.2868942050142769,326.3283526682133,37474.08000000025,25,90,3.6
431,1.2868942050142769,326.3283526682133,37474.08000000025,30,60,2.0
431,1.2868942050142769,326.3283526682133,37474.08000000025,30,75,2.5
431,1.2868942050142769,326.3283526682133,37474.08000000025,30,90,3.0
